1 2 7.47
1 3 2.80
1 4 1.45
1 14 9.01
1 15 4.74
1 16 2.32
1 17 1.29
1 27 2.93
1 28 2.43
1 29 1.65
1 30 1.06
1 40 1.51
1 41 1.38
1 42 1.03
1 43 0.75
2 3 8.20
2 4 2.95
2 5 1.47
2 14 4.67
2 15 7.15
2 16 4.53
2 17 2.29
2 18 1.32
2 27 2.26
2 28 2.75
2 29 2.36
2 30 1.61
2 31 1.02
2 40 1.30
2 41 1.44
2 42 1.26
2 43 0.99
2 44 0.73
3 4 8.21
3 5 2.85
3 6 1.48
3 14 2.39
3 15 4.84
3 16 7.94
3 17 4.61
3 18 2.37
3 19 1.30
3 27 1.60
3 28 2.44
3 29 2.96
3 30 2.43
3 31 1.58
3 32 1.02
3 40 1.07
3 41 1.37
3 42 1.43
3 43 1.28
3 44 0.99
3 45 0.72
4 5 7.92
4 6 2.94
4 7 1.44
4 14 1.35
4 15 2.44
4 16 4.90
4 17 6.96
4 18 4.54
4 19 2.28
4 20 1.24
4 27 1.05
4 28 1.64
4 29 2.43
4 30 2.78
4 31 2.22
4 32 1.51
4 33 1.00
4 40 0.79
4 41 1.06
4 42 1.28
4 43 1.39
4 44 1.21
4 45 0.94
4 46 0.72
5 6 8.16
5 7 2.82
5 8 1.55
5 15 1.32
5 16 2.36
5 17 4.48
5 18 6.95
5 19 4.37
5 20 2.17
5 21 1.31
5 28 1.03
5 29 1.57
5 30 2.22
5 31 2.52
5 32 2.15
5 33 1.51
5 34 1.04
5 41 0.77
5 42 0.99
5 43 1.24
5 44 1.29
5 45 1.15
5 46 0.94
5 47 0.72
6 7 6.95
6 8 2.92
6 9 1.51
6 16 1.32
6 17 2.32
6 18 4.52
6 19 6.48
6 20 4.01
6 21 2.24
6 22 1.33
6 29 1.02
6 30 1.51
6 31 2.10
6 32 2.47
6 33 2.14
6 34 1.55
6 35 1.01
6 42 0.74
6 43 1.00
6 44 1.18
6 45 1.24
6 46 1.15
6 47 0.94
6 48 0.69
7 8 8.33
7 9 3.06
7 10 1.53
7 17 1.27
7 18 2.26
7 19 4.27
7 20 6.77
7 21 4.58
7 22 2.49
7 23 1.36
7 30 0.99
7 31 1.44
7 32 2.11
7 33 2.72
7 34 2.39
7 35 1.61
7 36 1.02
7 43 0.76
7 44 0.97
7 45 1.18
7 46 1.32
7 47 1.21
7 48 0.94
7 49 0.73
8 9 7.80
8 10 2.83
8 11 1.50
8 18 1.37
8 19 2.43
8 20 5.07
8 21 7.32
8 22 4.87
8 23 2.38
8 24 1.32
8 31 1.04
8 32 1.58
8 33 2.49
8 34 2.92
8 35 2.38
8 36 1.56
8 37 1.01
8 44 0.78
8 45 1.02
8 46 1.29
8 47 1.37
8 48 1.18
8 49 0.98
8 50 0.75
9 10 7.74
9 11 3.10
9 12 1.56
9 19 1.38
9 20 2.64
9 21 5.14
9 22 8.26
9 23 4.89
9 24 2.44
9 25 1.38
9 32 1.06
9 33 1.70
9 34 2.46
9 35 2.93
9 36 2.37
9 37 1.59
9 38 1.05
9 45 0.78
9 46 1.04
9 47 1.26
9 48 1.33
9 49 1.26
9 50 1.03
9 51 0.79
10 11 8.78
10 12 3.21
10 13 1.56
10 20 1.39
10 21 2.40
10 22 4.73
10 23 7.69
10 24 4.90
10 25 2.56
10 26 1.43
10 33 1.04
10 34 1.53
10 35 2.26
10 36 2.71
10 37 2.32
10 38 1.62
10 39 1.10
10 46 0.74
10 47 0.95
10 48 1.18
10 49 1.36
10 50 1.29
10 51 1.07
10 52 0.82
11 12 8.30
11 13 3.01
11 21 1.42
11 22 2.58
11 23 5.38
11 24 8.38
11 25 5.17
11 26 2.57
11 34 1.04
11 35 1.63
11 36 2.43
11 37 2.92
11 38 2.47
11 39 1.73
11 47 0.74
11 48 1.00
11 49 1.32
11 50 1.50
11 51 1.30
11 52 1.14
12 13 8.14
12 22 1.42
12 23 2.69
12 24 5.39
12 25 8.23
12 26 5.13
12 35 1.06
12 36 1.67
12 37 2.51
12 38 2.97
12 39 2.56
12 48 0.76
12 49 1.07
12 50 1.40
12 51 1.63
12 52 1.45
13 23 1.44
13 24 2.67
13 25 5.29
13 26 8.53
13 36 1.08
13 37 1.72
13 38 2.55
13 39 3.07
13 49 0.80
13 50 1.12
13 51 1.51
13 52 1.58
14 15 7.52
14 16 2.79
14 17 1.44
14 27 7.20
14 28 4.55
14 29 2.36
14 30 1.33
14 40 2.74
14 41 2.32
14 42 1.52
14 43 0.98
14 53 1.38
14 54 1.35
14 55 1.03
14 56 0.76
15 16 7.84
15 17 2.87
15 18 1.47
15 27 4.57
15 28 7.86
15 29 5.01
15 30 2.47
15 31 1.34
15 40 2.37
15 41 2.91
15 42 2.31
15 43 1.53
15 44 1.00
15 53 1.27
15 54 1.53
15 55 1.34
15 56 1.05
15 57 0.77
16 17 7.69
16 18 2.89
16 19 1.46
16 27 2.32
16 28 4.86
16 29 7.99
16 30 5.00
16 31 2.41
16 32 1.32
16 40 1.61
16 41 2.44
16 42 2.77
16 43 2.29
16 44 1.52
16 45 0.98
16 53 1.00
16 54 1.38
16 55 1.48
16 56 1.33
16 57 1.04
16 58 0.76
17 18 8.15
17 19 2.91
17 20 1.39
17 27 1.31
17 28 2.44
17 29 5.07
17 30 8.53
17 31 5.12
17 32 2.45
17 33 1.34
17 40 1.06
17 41 1.67
17 42 2.41
17 43 2.94
17 44 2.35
17 45 1.52
17 46 1.01
17 53 0.76
17 54 1.10
17 55 1.39
17 56 1.52
17 57 1.38
17 58 1.06
17 59 0.78
18 19 8.06
18 20 2.70
18 21 1.48
18 28 1.33
18 29 2.43
18 30 4.79
18 31 7.44
18 32 4.80
18 33 2.37
18 34 1.39
18 41 1.06
18 42 1.59
18 43 2.41
18 44 2.72
18 45 2.19
18 46 1.52
18 47 1.02
18 54 0.80
18 55 1.07
18 56 1.36
18 57 1.47
18 58 1.31
18 59 1.03
18 60 0.79
19 20 7.15
19 21 2.89
19 22 1.51
19 29 1.33
19 30 2.38
19 31 4.69
19 32 7.66
19 33 4.77
19 34 2.50
19 35 1.36
19 42 1.05
19 43 1.67
19 44 2.34
19 45 2.68
19 46 2.26
19 47 1.55
19 48 0.99
19 55 0.81
19 56 1.10
19 57 1.37
19 58 1.46
19 59 1.31
19 60 1.04
19 61 0.79
20 21 8.39
20 22 3.18
20 23 1.54
20 30 1.27
20 31 2.22
20 32 4.46
20 33 8.31
20 34 5.59
20 35 2.62
20 36 1.37
20 43 1.06
20 44 1.55
20 45 2.26
20 46 2.84
20 47 2.41
20 48 1.54
20 49 1.04
20 56 0.81
20 57 1.08
20 58 1.35
20 59 1.47
20 60 1.33
20 61 1.08
20 62 0.84
21 22 8.24
21 23 2.95
21 24 1.48
21 31 1.33
21 32 2.42
21 33 5.26
21 34 8.42
21 35 5.08
21 36 2.40
21 37 1.33
21 44 1.09
21 45 1.62
21 46 2.44
21 47 2.83
21 48 2.18
21 49 1.54
21 50 1.05
21 57 0.85
21 58 1.11
21 59 1.36
21 60 1.42
21 61 1.32
21 62 1.10
21 63 0.86
22 23 7.83
22 24 2.89
22 25 1.51
22 32 1.34
22 33 2.50
22 34 4.74
22 35 7.82
22 36 4.79
22 37 2.37
22 38 1.33
22 45 1.06
22 46 1.59
22 47 2.23
22 48 2.55
22 49 2.24
22 50 1.59
22 51 1.06
22 58 0.82
22 59 1.05
22 60 1.23
22 61 1.40
22 62 1.39
22 63 1.16
22 64 0.82
23 24 8.20
23 25 3.11
23 26 1.61
23 33 1.32
23 34 2.24
23 35 4.60
23 36 7.72
23 37 4.87
23 38 2.48
23 39 1.44
23 46 1.00
23 47 1.46
23 48 2.18
23 49 2.73
23 50 2.40
23 51 1.69
23 52 1.15
23 59 0.77
23 60 0.96
23 61 1.27
23 62 1.57
23 63 1.53
23 64 1.15
23 65 0.81
24 25 8.48
24 26 3.25
24 34 1.24
24 35 2.28
24 36 4.66
24 37 7.69
24 38 5.05
24 39 2.68
24 47 0.96
24 48 1.51
24 49 2.35
24 50 2.93
24 51 2.64
24 52 1.85
24 60 0.72
24 61 1.01
24 62 1.45
24 63 1.74
24 64 1.50
24 65 1.14
25 26 8.21
25 35 1.31
25 36 2.45
25 37 4.92
25 38 7.50
25 39 5.12
25 48 1.03
25 49 1.66
25 50 2.53
25 51 3.20
25 52 2.68
25 61 0.77
25 62 1.16
25 63 1.60
25 64 1.72
25 65 1.47
26 36 1.42
26 37 2.63
26 38 5.13
26 39 8.12
26 49 1.13
26 50 1.80
26 51 2.84
26 52 3.15
26 62 0.87
26 63 1.27
26 64 1.61
26 65 1.63
27 28 7.14
27 29 2.74
27 30 1.43
27 40 7.16
27 41 4.49
27 42 2.19
27 43 1.20
27 53 2.61
27 54 2.39
27 55 1.55
27 56 1.01
27 66 1.41
27 67 1.28
27 68 1.06
27 69 0.79
28 29 7.76
28 30 2.89
28 31 1.47
28 40 4.70
28 41 7.89
28 42 4.50
28 43 2.18
28 44 1.24
28 53 2.20
28 54 2.99
28 55 2.39
28 56 1.59
28 57 1.03
28 66 1.29
28 67 1.42
28 68 1.37
28 69 1.08
28 70 0.80
29 30 8.05
29 31 2.92
29 32 1.45
29 40 2.36
29 41 4.90
29 42 7.19
29 43 4.35
29 44 2.20
29 45 1.22
29 53 1.50
29 54 2.47
29 55 2.88
29 56 2.35
29 57 1.58
29 58 1.01
29 66 1.03
29 67 1.30
29 68 1.49
29 69 1.35
29 70 1.08
29 71 0.78
30 31 8.01
30 32 2.86
30 33 1.44
30 40 1.33
30 41 2.45
30 42 4.78
30 43 7.59
30 44 4.45
30 45 2.16
30 46 1.26
30 53 1.00
30 54 1.66
30 55 2.46
30 56 2.90
30 57 2.40
30 58 1.58
30 59 1.02
30 66 0.78
30 67 1.05
30 68 1.37
30 69 1.50
30 70 1.40
30 71 1.07
30 72 0.80
31 32 7.73
31 33 2.80
31 34 1.52
31 41 1.37
31 42 2.46
31 43 5.29
31 44 7.68
31 45 4.34
31 46 2.23
31 47 1.31
31 54 1.10
31 55 1.72
31 56 2.56
31 57 2.98
31 58 2.37
31 59 1.58
31 60 1.08
31 67 0.81
31 68 1.12
31 69 1.43
31 70 1.60
31 71 1.40
31 72 1.11
31 73 0.86
32 33 7.58
32 34 2.97
32 35 1.48
32 42 1.34
32 43 2.52
32 44 4.73
32 45 6.88
32 46 4.33
32 47 2.26
32 48 1.25
32 55 1.10
32 56 1.69
32 57 2.42
32 58 2.77
32 59 2.29
32 60 1.59
32 61 1.08
32 68 0.82
32 69 1.12
32 70 1.44
32 71 1.53
32 72 1.40
32 73 1.12
32 74 0.85
33 34 8.27
33 35 2.92
33 36 1.43
33 43 1.39
33 44 2.35
33 45 4.41
33 46 6.82
33 47 4.29
33 48 2.09
33 49 1.26
33 56 1.11
33 57 1.64
33 58 2.31
33 59 2.68
33 60 2.21
33 61 1.55
33 62 1.08
33 69 0.84
33 70 1.15
33 71 1.40
33 72 1.50
33 73 1.35
33 74 1.06
33 75 0.83
34 35 7.43
34 36 2.64
34 37 1.37
34 44 1.42
34 45 2.46
34 46 4.92
34 47 7.13
34 48 3.86
34 49 2.09
34 50 1.26
34 57 1.16
34 58 1.70
34 59 2.39
34 60 2.62
34 61 2.19
34 62 1.58
34 63 1.10
34 70 0.91
34 71 1.19
34 72 1.39
34 73 1.47
34 74 1.27
34 75 1.04
34 76 0.82
35 36 7.63
35 37 2.82
35 38 1.44
35 45 1.38
35 46 2.37
35 47 4.54
35 48 6.99
35 49 4.48
35 50 2.38
35 51 1.32
35 58 1.13
35 59 1.62
35 60 2.19
35 61 2.79
35 62 2.54
35 63 1.82
35 64 1.10
35 71 0.90
35 72 1.14
35 73 1.34
35 74 1.37
35 75 1.31
35 76 1.12
35 77 0.81
36 37 8.08
36 38 2.97
36 39 1.54
36 46 1.31
36 47 2.22
36 48 4.80
36 49 8.08
36 50 5.10
36 51 2.55
36 52 1.49
36 59 1.08
36 60 1.52
36 61 2.46
36 62 3.44
36 63 3.04
36 64 1.87
36 65 1.11
36 72 0.86
36 73 1.07
36 74 1.27
36 75 1.47
36 76 1.50
36 77 1.14
36 78 0.82
37 38 7.94
37 39 3.17
37 47 1.27
37 48 2.44
37 49 5.21
37 50 8.28
37 51 5.29
37 52 2.81
37 60 1.01
37 61 1.66
37 62 2.93
37 63 3.85
37 64 2.93
37 65 1.80
37 73 0.80
37 74 1.00
37 75 1.32
37 76 1.67
37 77 1.50
37 78 1.14
38 39 8.16
38 48 1.34
38 49 2.57
38 50 5.21
38 51 8.78
38 52 5.62
38 61 1.04
38 62 1.86
38 63 3.06
38 64 3.56
38 65 2.76
38 74 0.73
38 75 1.01
38 76 1.47
38 77 1.66
38 78 1.50
39 49 1.45
39 50 2.71
39 51 5.73
39 52 7.99
39 62 1.18
39 63 1.97
39 64 2.96
39 65 3.18
39 75 0.75
39 76 1.15
39 77 1.52
39 78 1.63
40 41 7.39
40 42 2.73
40 43 1.35
40 53 6.65
40 54 4.81
40 55 2.31
40 56 1.31
40 66 2.66
40 67 2.28
40 68 1.67
40 69 1.09
40 79 1.61
40 80 1.49
40 81 1.11
40 82 0.81
41 42 7.62
41 43 2.66
41 44 1.40
41 53 4.13
41 54 8.54
41 55 4.86
41 56 2.43
41 57 1.34
41 66 2.26
41 67 2.72
41 68 2.50
41 69 1.71
41 70 1.10
41 79 1.42
41 80 1.62
41 81 1.41
41 82 1.11
41 83 0.80
42 43 7.10
42 44 2.72
42 45 1.40
42 53 2.23
42 54 5.12
42 55 8.85
42 56 5.14
42 57 2.46
42 58 1.34
42 66 1.64
42 67 2.44
42 68 3.11
42 69 2.60
42 70 1.76
42 71 1.09
42 79 1.14
42 80 1.52
42 81 1.61
42 82 1.46
42 83 1.12
42 84 0.83
43 44 7.80
43 45 2.78
43 46 1.49
43 53 1.21
43 54 2.31
43 55 4.77
43 56 8.23
43 57 5.16
43 58 2.48
43 59 1.38
43 66 1.03
43 67 1.58
43 68 2.42
43 69 2.95
43 70 2.62
43 71 1.72
43 72 1.13
43 79 0.80
43 80 1.12
43 81 1.39
43 82 1.56
43 83 1.42
43 84 1.14
43 85 0.87
44 45 6.94
44 46 2.68
44 47 1.50
44 54 1.32
44 55 2.42
44 56 4.90
44 57 8.18
44 58 4.75
44 59 2.33
44 60 1.42
44 67 1.06
44 68 1.65
44 69 2.47
44 70 3.07
44 71 2.48
44 72 1.70
44 73 1.18
44 80 0.83
44 81 1.11
44 82 1.43
